setting,val_mse,val_mae,test_mse,test_mae,test_mse_change_percent
B4_no_pruning,0.678066410579095,0.5550830315002633,0.37254557146739276,0.3982142798241422,0.0
B4_static_pruning_25_zero_shot,0.6536577488778952,0.5506856770339945,0.37831396693815234,0.40442412037609726,1.5483731152779148
B4_static_pruning_25_finetuned,0.6536577488778952,0.5506856770018915,0.37831396693815234,0.40442412037609726,1.5483731152779148
