setting,val_mse,val_mae,test_mse,test_mae,test_mse_change_percent
ETTm1_no_pruning,0.37885430447871365,0.41427090555364243,0.2876100955825275,0.34491427588515,0.0
ETTm1_static_pruning_25,0.360656621022154,0.39486975364533766,0.29797178286333575,0.34879192249388874,3.6026855245889897
ETTm1_dynamic_75_joint,0.35815327705778754,0.395860837864928,0.28890853404118405,0.34503171998901494,0.4514578864231813
