dataset,seed,method,test_mae,test_mse,test_rmse,test_mape,test_mspe,dataset_sha256,tslib_commit,repo_commit,checkpoint,checkpoint_sha256,started_at_utc,finished_at_utc,duration_seconds
ETTh1,7,unpruned_baseline,0.3996784687042236,0.3730645179748535,0.6107900738716125,9.139780044555664,34225.01171875,f18de3ad269cef59bb07b5438d79bb3042d3be49bdeecf01c1cd6d29695ee066,4e938a1767106324dd753b2a44832bf870a0252e,74f2a82641909970e80ebdca4d0929d193df5ade,/content/drive/MyDrive/BIL401_Regime_Head_Pruning/multiseed/ETTh1/seed_7/checkpoints/long_term_forecast_ETTh1_336_96_dm128_h8_seed7_PatchTST_ETTh1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_b4_seed7_0/checkpoint.pth,caf5b5338a60c90088209a76363b7405128b3798311e063ff13ff2c8d88885c0,2026-08-13T11:36:57.367871+00:00,2026-08-13T11:38:30.266625+00:00,92.898754
ETTh1,42,unpruned_baseline,0.4027870297431946,0.3772469460964203,0.6142043471336365,9.47066879272461,35790.28125,f18de3ad269cef59bb07b5438d79bb3042d3be49bdeecf01c1cd6d29695ee066,4e938a1767106324dd753b2a44832bf870a0252e,74f2a82641909970e80ebdca4d0929d193df5ade,/content/drive/MyDrive/BIL401_Regime_Head_Pruning/multiseed/ETTh1/seed_42/checkpoints/long_term_forecast_ETTh1_336_96_dm128_h8_seed42_PatchTST_ETTh1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_b4_seed42_0/checkpoint.pth,38620a5cc7f7b628e15d2a47d0aaf419ffd16c212c9cb5631cbe9c0c273e0aae,2026-08-13T10:49:13.583499+00:00,2026-08-13T10:50:14.765177+00:00,61.181678
ETTh1,1234,unpruned_baseline,0.3991919755935669,0.3736267387866974,0.6112501621246338,9.338669776916504,35320.984375,f18de3ad269cef59bb07b5438d79bb3042d3be49bdeecf01c1cd6d29695ee066,4e938a1767106324dd753b2a44832bf870a0252e,74f2a82641909970e80ebdca4d0929d193df5ade,/content/drive/MyDrive/BIL401_Regime_Head_Pruning/multiseed/ETTh1/seed_1234/checkpoints/long_term_forecast_ETTh1_336_96_dm128_h8_seed1234_PatchTST_ETTh1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_b4_seed1234_0/checkpoint.pth,7046f41394f46e041e39268bd56384229d7de07a5059886cc08cda222e59fea9,2026-08-13T11:38:30.355807+00:00,2026-08-13T11:40:12.050000+00:00,101.694193
ETTh1,2026,unpruned_baseline,0.3999163508415222,0.3736721277236938,0.6112872958183289,9.28091049194336,35549.37890625,f18de3ad269cef59bb07b5438d79bb3042d3be49bdeecf01c1cd6d29695ee066,4e938a1767106324dd753b2a44832bf870a0252e,74f2a82641909970e80ebdca4d0929d193df5ade,/content/drive/MyDrive/BIL401_Regime_Head_Pruning/multiseed/ETTh1/seed_2026/checkpoints/long_term_forecast_ETTh1_336_96_dm128_h8_seed2026_PatchTST_ETTh1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_b4_seed2026_0/checkpoint.pth,f549af13d534a4e50bf5b86f6234c55acab75766deaeab96c73c79efcefb6e07,2026-08-13T10:40:34.636886+00:00,2026-08-13T10:42:24.061416+00:00,109.42453
ETTh1,3407,unpruned_baseline,0.4003421366214752,0.3744395077228546,0.6119146347045898,9.228132247924805,34452.2578125,f18de3ad269cef59bb07b5438d79bb3042d3be49bdeecf01c1cd6d29695ee066,4e938a1767106324dd753b2a44832bf870a0252e,74f2a82641909970e80ebdca4d0929d193df5ade,/content/drive/MyDrive/BIL401_Regime_Head_Pruning/multiseed/ETTh1/seed_3407/checkpoints/long_term_forecast_ETTh1_336_96_dm128_h8_seed3407_PatchTST_ETTh1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_b4_seed3407_0/checkpoint.pth,062197850dd77c177b723922b489febae296318cec2e8f5872372e6e6427bfa4,2026-08-13T10:50:14.809699+00:00,2026-08-13T10:51:49.530130+00:00,94.720431
